compound,flashpoint,pure substance,smiles,source,is_silicon,is_metallic,is_tin
"Benzeneacetic acid, alpha-cyclohexyl-alpha-hydroxy-, 4-(diethylamino)-",525.95,1,CCN(CC)c1ccc(C(O)(C(=O)O)C2CCCCC2)cc1,le15,0,0,0
"1H-Indole-3-acetic acid, 1-(4-chlorobenzoyl)-5-methoxy-2-methyl-",528.956,1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,le15,0,0,0
"Phosphoric acid, 2-chloro-1-(2,4-dichlorophenyl)ethenyl diethyl ester",572.05,1,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,le15,0,0,0
"Butyric acid, 4-(2,4-dichlorophenoxy)-, isooctyl ester",422.25,1,CC(C)CCCCCOC(=O)CCCOc1ccc(Cl)cc1Cl,le15,0,0,0
1-(2-Tetrahydrofurfuryloxyethyl)-4-phenylpiperidine-4-carboxylic acid,511.35,1,O=C(O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1,le15,0,0,0
"Phosphoric acid, 2-ethylhexyl diphenyl ester",495.15,1,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,le15,0,0,0
"1,2-Benzenedicarboxylic acid, 1,2-diheptyl ester",484.45,1,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,le15,0,0,0
"3,5,6-Trichloro-2,2,3,4,4,5,6,6-octafluorohexanoic acid",359.55,1,O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,le15,0,0,0
"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanoic acid",324.45,1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,le15,0,0,0
"2-Butenoic acid, 2-(1-methylheptyl)-4,6-dinitrophenyl ester",447.05,1,CC=CC(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],le15,0,0,0
"Propionic acid, 2,2-dichloro-, 2-(2,4,5-trichlorophenoxy)ethyl ester",430.25,1,CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl,le15,0,0,0
"1,2-Benzenedicarboxylic acid, bis(2-butoxyethyl) ester",444.35,1,CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC,le15,0,0,0
"Hexanedioic acid, bis(7-oxabicyclo(4.1.0)hept-3-ylmethyl) ester",479.25,1,O=C(CCCCC(=O)OCC1CCC2OC2C1)OCC1CCC2OC2C1,le15,0,0,0
1-(2-Benzyloxyethyl)-4-phenylpiperidine-4-carboxylic acid ethyl ester,509.85,1,CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1,le15,0,0,0
"Acetic acid, (2,4,5-trichlorophenoxy)-, 2-ethylhexyl ester",418.05,1,CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,le15,0,0,0
"Phosphoric acid, tris(3-methylphenyl) ester",507.45,1,Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,le15,0,0,0
"Phosphoric acid, tris(2-methylphenyl) ester",498.15,1,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,le15,0,0,0
"Acetic acid, 2,4,5-trichlorophenoxy-, 2-butoxypropyl ester",431.95,1,CCCCOC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,le15,0,0,0
"Hexanedioic acid, bis(2-ethylhexyl) ester",442.05,1,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,le15,0,0,0
"Octadecanoic acid, 2-(2-hydroxyethoxy)ethyl ester",420.45,1,CCCCCCCCCCCCCCCCCC(=O)OCCOCCO,le15,0,0,0
"Sulfurous acid, 1-((p-tert-butylphenoxy)methyl)propyl o-tolyl ester",554.15,1,CCC(COc1ccc(C(C)(C)C)cc1)OS(=O)Oc1ccccc1C,le15,0,0,0
"Phosphoric acid, di(2-ethylhexyl) hydroxypropyl ester",505.75,1,CCCCC(CC)COP(=O)(OCCCO)OCC(CC)CCCC,le15,0,0,0
"Phosphoric acid, 1,2-dibromo-2,2-dichloroethyl dimethyl ester",392.55,1,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,le15,0,0,0
"Phosphorous acid, 2-ethylhexyl octyl phenyl ester",529.85,1,CCCCCCCCOP(OCC(CC)CCCC)Oc1ccccc1,le15,0,0,0
"1,2-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",477.65,1,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,le15,0,0,0
"1,2-Benzenedicarboxylic acid, dioctyl ester",495.45,1,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,le15,0,0,0
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",481.55,1,CCCCC(CC)COC(=O)c1cccc(C(=O)OCC(CC)CCCC)c1,le15,0,0,0
3beta-Hydroxy-12-oxo-5beta-cholanoic acid,571.15,1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,le15,0,0,0
"1,2-Benzenedicarboxylic acid, diisooctyl ester",477.65,1,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,le15,0,0,0
"Phosphorothioic acid, O-(4-bromo-2,5-dichlorophenyl) O,O-diethyl ester",462.05,1,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,le15,0,0,0
"Cyclohexene-1,2-dicarboxylic acid, bis(2-ethylhexyl) ester",491.85,1,CCCCC(CC)COC(=O)C1=C(C(=O)OCC(CC)CCCC)CCCC1,le15,0,0,0
"Benzoic acid, 2-hydroxy-5-((4-((2-pyridinylamino)sulfonyl)phenyl)azo)-",608.55,1,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,le15,0,0,0
"Phosphoric acid, (1,1'-biphenyl)-2-yl diphenyl ester (9CI)",539.15,1,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1-c1ccccc1,le15,0,0,0
"Citric acid, tributyl ester, acetate (8CI)",448.25,1,CC(=O)O.CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,le15,0,0,0
"5beta-Cholan-24-oic acid, 3,7,12-trioxo- (8CI)",592.65,1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,le15,0,0,0
"Nonanedioic acid, bis(2-ethylhexyl) ester",457.75,1,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,le15,0,0,0
"L-Glutamic acid, N-(1-oxooctadecyl)- (9CI)",589.95,1,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)O,le15,0,0,0
"Octanoic acid, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-",335.25,1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,le15,0,0,0
"1,2-Benzenedicarboxylic acid, decyl octyl ester",506.25,1,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,le15,0,0,0
"Tetradecanoic acid, tetradecyl ester",513.95,1,CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,le15,0,0,0
"Sebacic acid, bis(2-ethylhexyl) ester (8CI)",462.805,1,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,le15,0,0,0
"Phosphoric acid, tris(2-ethylhexyl) ester",479.75,1,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,le15,0,0,0
"Phosphoric acid, trioctyl ester",491.15,1,CCCCCCCCOP(=O)(OCCCCCCCC)OCCCCCCCC,le15,0,0,0
"Phosphoric acid, 1,2-dibromo-2,2-dichloroethyl methyl phenyl ester",436.55,1,COP(=O)(Oc1ccccc1)OC(Br)C(Cl)(Cl)Br,le15,0,0,0
"1,2-Benzenedicarboxylic acid, didecyl ester",516.85,1,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,le15,0,0,0
"Phosphonic acid, ((ethylthio)methylidyne)tris-, hexaethyl ester",538.45,1,CCOP(=O)(OCC)C(SCC)(P(=O)(OCC)OCC)P(=O)(OCC)OCC,le15,0,0,0
"Benzoic acid, 2,3,5-triiodo-",503.15,1,O=C(O)c1cc(I)cc(I)c1I,le15,0,0,0
"Hexadecanoic acid, octadecyl ester",556.75,1,CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,le15,0,0,0
"Decanoic acid, nonadecafluoro-",355.85,1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,le15,0,0,0
"Propanoic acid, 3,3'-thiobis-, didodecyl ester",537.95,1,CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,le15,0,0,0
"1,2-Benzenedicarboxylic acid, ditridecyl ester",547.35,1,CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,le15,0,0,0
"1,2,4-Benzenetricarboxylic acid, 1,2,4-tris(2-ethylhexyl) ester",511.45,1,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,le15,0,0,0
"Benzenepropanoic acid, 3-amino-alpha-ethyl-2,4,6-triiodo-",546.95,1,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,le15,0,0,0
"Hydrocinnamic acid, alpha-ethyl-3-hydroxy-2,4,6-triiodo-",504.55,1,CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,le15,0,0,0
"Benzoic acid, 3,5-bis(acetylamino)-2,4,6-triiodo-",598.35,1,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,le15,0,0,0
"Benzoic acid, 3-(acetylamino)-2,4,6-triiodo-5-((methylamino)carbonyl)-",541.55,1,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,le15,0,0,0
"Benzoic acid, 3-(acetylamino)-5-(acetylmethylamino)-2,4,6-triiodo-",637.45,1,CC(=O)CNc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,le15,0,0,0
"Benzoic acid, 4-(4-acetyl-3-iodophenoxy)-3,5-diiodo-",572.75,1,CC(=O)c1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,le15,0,0,0
"Propanoic acid, 3,3'-thiobis-, dioctadecyl ester",596.85,1,CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC,le15,0,0,0
Butyric acid,345.1,1,CCCC(=O)O,didier14,0,0,0
"Butanoic acid, butyl ester",323.1,1,CCCCOC(=O)CCC,didier14,0,0,0
Valeric acid,359.1,1,CCCCC(=O)O,didier14,0,0,0
Heptanoic acid,388.1,1,CCCCCCC(=O)O,didier14,0,0,0
Pimelic acid,423.1,1,O=C(O)CCCCCC(=O)O,didier14,0,0,0
Acetic acid octyl ester,356.1,1,CCCCCCCCOC(C)=O,didier14,0,0,0
Octanoic acid,400.1,1,CCCCCCCC(=O)O,didier14,0,0,0
Hexanoic acid,375.1,1,CCCCCC(=O)O,didier14,0,0,0
Lauric acid,437,1,CCCCCCCCCCCC(=O)O,didier14,0,0,0
"Hexanoicacid, 2-ethyl-",383.1,1,CCCCC(CC)C(=O)O,didier14,0,0,0
Decanoic acid,421.1,1,CCCCCCCCCC(=O)O,didier14,0,0,0
Stearic acid,469,1,CCCCCCCCCCCCCCCCCC(=O)O,didier14,0,0,0
"2,2-Dimethylbutyric acid",352.1,1,CCC(C)(C)C(=O)O,didier14,0,0,0
Benzoic acid,394.3,1,O=C(O)c1ccccc1,didier14,0,0,0
2methylvalericacid,364.25,1,CCCC(C)C(=O)O,le15,0,0,0
"3,3dimethylbutanoicacid",361,1,CC(C)(C)CC(=O)O,le15,0,0,0
3ethoxypropionicacid,380.35,1,CCOCCC(=O)O,le15,0,0,0
Aceticacid,312.15,1,CC(=O)O,le15,0,0,0
Acrylicacid,327.15,1,C=CC(=O)O,le15,0,0,0
Butyricacid,350.15,1,CCCC(=O)O,le15,0,0,0
Heptanoicacid,385.15,1,CCCCCCC(=O)O,le15,0,0,0
Hexanoicacid,377.15,1,CCCCCC(=O)O,le15,0,0,0
Isobutyricacid,328.75,1,CC(C)C(=O)O,le15,0,0,0
Aceticacid,312.15,1,CC(=O)O,le15,0,0,0
Butyricacid,350.15,1,CCCC(=O)O,le15,0,0,0
Isobutyricacid,328.75,1,CC(C)C(=O)O,le15,0,0,0
2methylvalericacid,364.25,1,CCCC(C)C(=O)O,le15,0,0,0
"3,3dimethylbutanoicacid",361,1,CC(C)(C)CC(=O)O,le15,0,0,0
Hexanoicacid,377.15,1,CCCCCC(=O)O,le15,0,0,0
3ethoxypropionicacid,380.35,1,CCOCCC(=O)O,le15,0,0,0
Heptanoicacid,385.15,1,CCCCCCC(=O)O,le15,0,0,0
acrylic acid,327,1,C=CC(=O)O,katritzky07,0,0,0
propionic acid,324,1,CCC(=O)O,katritzky07,0,0,0
crotonic acid,361,1,C/C=C/C(=O)O,katritzky07,0,0,0
n-butyric acid,342,1,CCCC(=O)O,katritzky07,0,0,0
isobutyric acid,328,1,CC(C)C(=O)O,katritzky07,0,0,0
1-butanecarboxylic acid,359,1,CCCCC(=O)O,katritzky07,0,0,0
2-ethylbutyric acid,360,1,CCC(CC)C(=O)O,katritzky07,0,0,0
hexanoic acid,375,1,CCCCCC(=O)O,katritzky07,0,0,0
benzoic acid,394,1,O=C(O)c1ccccc1,katritzky07,0,0,0
stearic acid,469,1,CCCCCCCCCCCCCCCCCC(=O)O,katritzky07,0,0,0
isovaleric acid,343,1,CC(C)CC(=O)O,katritzky07,0,0,0
2-methyl-propanoic acid,329,1,CC(C)C(=O)O,katritzky07,0,0,0
"2-propenoic acid, butyl ester",310,1,C=CC(=O)OCCCC,katritzky07,0,0,0
"3,3-dimethylbutanoic acid",361,1,CC(C)(C)CC(=O)O,katritzky07,0,0,0
3-methylbutanoic acid,347,1,CC(C)CC(=O)O,katritzky07,0,0,0
3-oxobutanoic acid ethyl ester,343,1,CCOC(=O)CC(C)=O,katritzky07,0,0,0
acetic acid ethenyl ester,265,1,C=COC(C)=O,katritzky07,0,0,0
"acetic acid, 1,1-dimethylethyl ester",289,1,CC(=O)OC(C)(C)C,katritzky07,0,0,0
butanoic acid,345,1,CCCC(=O)O,katritzky07,0,0,0
"carbonochloridic acid, ethyl ester",289,1,CCOC(=O)Cl,katritzky07,0,0,0
ethanoic acid,312,1,CC(=O)O,katritzky07,0,0,0
formic acid,342,1,O=CO,katritzky07,0,0,0
heptanoic acid,385,1,CCCCCCC(=O)O,katritzky07,0,0,0
octanoic acid,383,1,CCCCCCCC(=O)O,katritzky07,0,0,0
pentanoic acid,359,1,CCCCC(=O)O,katritzky07,0,0,0
pivalic acid,337,1,CC(C)(C)C(=O)O,katritzky07,0,0,0
propanoic acid,327,1,CCC(=O)O,katritzky07,0,0,0
"2-methylpropanoic acid (3-hydroxy-2,2,4-trimethylpentyl) ester",393.15,1,CC(C)C(=O)OCC(C)(C)C(O)C(C)C,patel10,0,0,0
benzoic acid [4-[(oxo-phenylmethoxy)methyl]cyclohexyl]methyl ester,434.15,1,O=C(OCC1CCC(COC(=O)c2ccccc2)CC1)c1ccccc1,patel10,0,0,0
